AREA,SUBAREA,ISBN,TITULO,ED,ANIO,AUTOR,EDITORIAL,STOCK,PVP_S
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9969-904-2,EL DIRECTOR DE PROYECTOS A EXAMEN.,5,2015,BARATO,DIAZ DE SANTOS,8,200.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-101-8,ENSEÑAR Y APRENDER TECNOLOGIA,1R,2015,BARON,EDICIONES NOVEDADES EDUCATIVAS,2,48.9
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-3431-4,LA EDUCACION REPENSADA. DINAMICAS DE CONTINUIDAD Y CAMBIO,1,2015,BELANDO,PIRAMIDE,1,39.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-926-0,¿EDUCACION? ¿QUE EDUCACION?,1,2019,BESSIE,MORATA,6,97.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-330-2510-4,EDUCACION EMOCIONAL. PROPUESTAS PARA EDUCADORES Y FAMILIAS,3,2016,BISQUERRA,DESCLE DE BROUWER,2,36.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-1600-1,DESARROLLO Y EVALUACION DE COMPETENCIAS EN EDUCACION SUPERIOR.,3,2016,BLANCO,NARCEA,2,85.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-083-7,LA EVALUACION EN LA ERA DIGITAL,DL,2017,BLAZQUEZ,SINTESIS,1,83.5
EDUCACION,CAPACITACIÓN DOCENTE,978-950-808-917-5,COMO EVALUAR DESDE EL PARADIGMA DE LA COMPLEJIDAD,1,2016,BOGGINO,HOMOSAPIENS,7,46.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-741-398-4,"LUDOEVALUACION EN LA EDUCACION INFANTIL. MAS QUE UN REQUISITO, UN ASUNTO SERIO",1,2016,BORJAS,MAGISTERIO,4,49.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2122-7,EL FEEDBACK EN EDUCACION SUPERIOR Y PROFESIONAL.,1,2015,BOUD,NARCEA,1,76.8
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-547-4,INVESTIGACION DIAGNOSTICA CON ENFOQUE PARTICIPATIVO,1,2017,BRAWERMAN,EDICIONES NOVEDADES EDUCATIVAS,2,77.8
EDUCACION,CAPACITACIÓN DOCENTE,978-950-892-477-3,PROFESORES POR SIEMPRE.,1,2015,CABAÑA,LUGAR EDITORIAL,3,45.3
EDUCACION,CAPACITACIÓN DOCENTE,978-84-283-4070-0,LA REALIDAD AUMENTADA COMO HERRAMIENTA EDUCATIVA,1,2018,CABERO,PARANINFO,9,70.9
EDUCACION,CAPACITACIÓN DOCENTE,978-84-454-3208-2,TENDENCIAS EDUCATIVAS PARA EL SIGLO XXI,DL,2016,CABERO,CEF. (CENTRO DE ESTUDIOS FINANCIEROS),1,123.0
EDUCACION,CAPACITACIÓN DOCENTE,978-950-892-497-1,ESCUELAS REALES EN TIEMPOS DIGITALES,1,2015,CABO,LUGAR EDITORIAL,2,39.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2032-9,FORMULAR HIPOTESIS.,1,2014,CACCIAMANI,NARCEA,4,67.6
EDUCACION,CAPACITACIÓN DOCENTE,978-607-707-991-0,APRENDER A APRENDER CON EXCELENCIA. EL RETO EDUCATIVO DEL SIGLO XXI,1,2015,CALERO,ALFAOMEGA,8,56.1
EDUCACION,CAPACITACIÓN DOCENTE,978-970-15-1429-0,APRENDIZAJES SIN LIMITES CONSTRUCTIVISMO.,15R,2015,CALERO,ALFAOMEGA,1,76.1
EDUCACION,CAPACITACIÓN DOCENTE,978-958-778-176-2,LA VIOLENCIA EN LAS RELACIONES ENTRE ESCOLARES,1,2016,CALVO,ALFAOMEGA,6,54.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-503-0,PROBLEMAS Y DESAFIOS DE LA EDUCACION AMBIENTAL,1,2017,CANCIANI,EDICIONES NOVEDADES EDUCATIVAS,3,84.6
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2396-2,IDENTIDAD PROFESIONAL DOCENTE,1,2018,CANTON,NARCEA,5,76.6
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-3343-0,GUIA DE TRABAJOS FIN DE GRADO EN EDUCACION.,1,2015,CARO,PIRAMIDE,2,44.5
EDUCACION,CAPACITACIÓN DOCENTE,978-987-591-729-3,HABLAME DE TIC 3. RECURSOS Y MEDIOS DIGITALES PARA LA EDUCACION.,1,2016,CASILLAS,BRUJAS,1,42.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-113-1,METODOS DE INVESTIGACION EN LOGOPEDIA,DL,2018,CASTELLANOS,SINTESIS,2,91.5
EDUCACION,CAPACITACIÓN DOCENTE,978-958-20-1247-2,LA ESCUELA Y SU COMUNIDAD. LA CONTRIBUCION DE LA EDUCACION SOCIAL,1,2017,CASTILLO,MAGISTERIO,1,85.8
EDUCACION,CAPACITACIÓN DOCENTE,978-987-760-208-1,SISTEMATIZACION DE EXPERIENCIAS,1,2019,CIFUENTES,BRUJAS,3,40.6
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9077-232-4,"ESTUDIOS EN CULTURA DE PAZ, CONFLICTOS, EDUCACION Y DERECHOS HUMANOS",DL,2015,COCA,SINTESIS,8,30.0
EDUCACION,CAPACITACIÓN DOCENTE,978-956-14-1965-0,MADUREZ ESCOLAR,1,2017,CONDEMARIN,EDICIONES UC,3,134.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-850-8,ENSEÑAR TEJIENDO RELACIONES,1,2017,CONTRERAS,MORATA,5,51.5
EDUCACION,CAPACITACIÓN DOCENTE,978-958-762-177-8,COMO REALIZAR BUENOS INFORMES.,1R,2014,CORCOLES,EDICIONES DE LA U,1,35.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2383-2,"CONVIVENCIA, ETICA Y EDUCACION",1,2018,CORTELLA,NARCEA,6,68.6
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2365-8,"ESCUELA, DOCENCIA Y EDUCACION",1,2017,CORTELLA,NARCEA,13,59.5
EDUCACION,CAPACITACIÓN DOCENTE,978-987-667-153-8,INTEGRACION ESCOLAR,1,2016,CORVAIA,BONUM,2,12.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-1997-2,MOTIVAR A ESTUDIANTES DIFICILES.,1,2014,CURWIN,NARCEA,2,28.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-840-9,FREIRE Y EDUCACION,1,2017,DARDER,MORATA,5,82.3
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2230-9,CIENCIAS MATEMATICAS EN ACCION. ACTIVIDADES FASCINANTES PARA LA PRIMERA INFANCIA,1,2017,DAVIS,NARCEA,12,54.9
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2524-9,"EDUCADORES COMPROMETIDOS. QUE SON, QUE HACEN, POR QUE LO HACEN Y LO QUE VERDADER",1,2019,DAY,NARCEA,3,78.9
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-170-4,INTERVENCION SOCIOEDUCATIVA CON JOVENES,DL,2018,DE LA FUENTE,SINTESIS,11,104.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-16125-60-9,"ALIMENTACION, HIGIENE Y SALUD. MANUAL PARA MAESTROS",1,2015,DE PAZ,UNIV. INTERNACIONAL DE LA RIOJA,1,80.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2212-5,"EL APRENDIZAJE-SERVICIO EN EDUCACION SUPERIOR. TEORIA, PRACTICA Y PERSPECTIVA CR",1,2016,DEELEY,NARCEA,4,67.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2919-3,MAESTROS SOMOS TODOS,1,2022,DIAZ,NARCEA,2,62.7
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2735-9,PROFESORADO REFLEXIVO E INVESTIGADOR,1,2020,DOMINGO,NARCEA,6,73.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9980-570-2,PENSAMIENTO HISTORICO Y EVALUACION DE COMPETENCIAS,1,2015,DOMINGUEZ,GRAO,2,85.2
EDUCACION,CAPACITACIÓN DOCENTE,978-607-448-785-5,FUNDAMENTOS DEL CONDICIONAMIENTO Y EL APRENDIZAJE,1,2019,DOMJAN,MANUAL MODERNO,1,93.8
EDUCACION,CAPACITACIÓN DOCENTE,978-607-522-441-1,PRINCIPIOS DE APRENDIZAJE Y CONDUCTA.,7,2016,DOMJAN,CENGAGE LEARNING,11,165.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-762-024-5,"LAS COMPETENCIAS BASICAS EN LA ENSEÑANZA. FUNDAMENTACION, ENSEÑANZA Y EVALUACION",1,2012,DONCEL,EDICIONES DE LA U,4,18.9
EDUCACION,CAPACITACIÓN DOCENTE,978-987-760-178-7,EL CYBERBULLYING Y OTROS TIPOS DE VIOLENCIA TECNOLOGICA EN LA EDUCACION,1,2019,DORANTES,BRUJAS,2,49.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-1500-4,EDUCACION PARA LA INCLUSION O EDUCACION SIN EXCLUSIONES.,3,2014,ECHEITA,NARCEA,7,49.8
EDUCACION,CAPACITACIÓN DOCENTE,978-958-762-220-1,EDUCACION PARA LA INCLUSION O EDUCACION SIN EXCLUSIONES.,1,2014,ECHEITA,EDICIONES DE LA U,5,31.6
EDUCACION,CAPACITACIÓN DOCENTE,978-607-32-3021-6,AMBIENTES DE APRENDIZAJE Y CONTEXTO DE DESARROLLO SOCIAL,1,2014,ECHEVARRIA,PEARSON,11,12.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7827-286-0,COMUNIDADES DE APRENDIZAJE. TRANSFORMAR LA EDUCACION,12R,2016,ELBOJ,GRAO,3,61.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2042-8,LAS INSTITUCIONES EDUCATIVAS Y SU CULTURA.,1,2014,ESCALERA,NARCEA,6,24.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-59541-6-8,CONVIVENCIA ESCOLAR. EDUCACION PARA LA PAZ Y DESARROLLO MORAL,1,2016,ESPINOSA,AULA,6,18.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-3906-7,EL SINDROME DE BURNOUT EN LOS DOCENTES,1,2018,ESTERAS,PIRAMIDE,5,62.9
EDUCACION,CAPACITACIÓN DOCENTE,978-958-762-108-2,DIFICULTADES ASOCIADAS A LAS ALTAS CAPACIDADES INTELECTUALES.,1,2013,FERNANDEZ,EDICIONES DE LA U,3,12.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-20-1258-8,"DIFICULTADES DE APRENDIZAJE. MATEMATICA, LENGUAJE, CIENCIAS NATURALES Y CIENCIAS",1,2017,FERNANDEZ,MAGISTERIO,3,78.9
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-507-8,"ELOGIO DE PAULO FREIRE. SUS DIMENSIONES ETICA, POLITICA Y CULTURAL",1,2016,FERNANDEZ,EDICIONES NOVEDADES EDUCATIVAS,7,15.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9085-871-4,"LA ESCUELA DE AYER, HOY Y MAÑANA: CLAVES Y DESAFIOS",1,2016,FERNANDEZ,DYKINSON,4,33.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-861-4,MAS ESCUELA Y MENOS AULA,1,2018,FERNANDEZ,MORATA,10,94.9
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-378-4,PROBLEMAS CONTEMPORANEOS EN FILOSOFIA DE LA EDUCACION.,1,2014,FERNANDEZ,EDICIONES NOVEDADES EDUCATIVAS,2,75.6
EDUCACION,CAPACITACIÓN DOCENTE,978-84-283-4112-7,APOYO A LA INTERVENCION EDUCATIVA,1,2019,FIGUEREDO,PARANINFO,3,97.2
EDUCACION,CAPACITACIÓN DOCENTE,978-958-762-715-2,COMUNICACION DESDE LA PNL . NO ES LO QUE DIGO,1,2017,FLORES,EDICIONES DE LA U,1,40.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-792-081-9,ESCUELA DE LA VIDA. LA EXPERIENCIA COMO ESTRATEGIA DE FORMACION,1,2019,FRANCO,EDICIONES DE LA U,1,32.4
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2411-2,QUE LE ESTA PASANDO A LA UNIVERSIDAD,1,2018,FUREDI,NARCEA,8,90.3
EDUCACION,CAPACITACIÓN DOCENTE,978-987-06-0184-5,LA AVENTURA DE ENSEÑAR. CIENCIAS NATURALES.,4R,2015,FURMAN,AIQUE,1,60.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-3503-8,LA ALTERIDAD EN EDUCACION,1,2016,GALLEGO,PIRAMIDE,3,72.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-714-714-8,VIOLENCIA ESCOLAR Y AUTORIDAD. EL BULLYING DESDE LA PERSPECTIVA PSICOANALITICA,1,2017,GALLO,UNIV. DE ANTIOQUIA,3,57.2
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9104-889-3,BIENESTAR EMOCIONAL Y MINDFULNESS EN LA EDUCACION,1,2017,GARCIA,ALIANZA,5,104.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-762-415-1,COMPRENSION LECTORA Y PRODUCCION TEXTUAL,1,2015,GARCIA,EDICIONES DE LA U,1,64.8
EDUCACION,CAPACITACIÓN DOCENTE,978-607-17-2980-4,GUIA PARA EL DESARROLLO DE LA PLANEACION POR COMPETENCIAS EN LA EDUCACION,1,2017,GARCIA,TRILLAS,3,34.3
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9078-494-5,MATEMATICAS. 03 TOMOS,DL,2015,GARCIA,EDITEX,1,100.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-97354-65-3,ORGANIZATE CON ESTILO,1,2019,GARCIA,AMAT,1,60.6
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-3685-1,VIVIR LA ESCUELA COMO UN PROYECTO COLECTIVO,1,2017,GARCIA,PIRAMIDE,12,24.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-501-6,RELACIONES ESPACIALES Y CUERPOS GEOMETRICOS,1R,2017,GIARRIZZO,EDICIONES NOVEDADES EDUCATIVAS,1,61.8
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-444-6,"ABUSO SEXUAL CONTRA NIÑAS, NIÑOS Y ADOLESCENTES",1R,2016,GIBERTI,EDICIONES NOVEDADES EDUCATIVAS,1,80.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-817-1,ENSAYOS SOBRE EL CURRICULUM. TEORIA Y PRACTICA,1,2015,GIMENO,MORATA,3,80.5
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2093-0,LA FUNCION DE TUTORIA.,1,2015,GONZALEZ,NARCEA,1,54.3
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9077-427-4,LINGUISTICA Y PRAGMATICA,DL,2016,GONZALEZ,SINTESIS,6,80.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9078-756-4,MATEMATICAS,DL,2016,GONZALEZ,EDITEX,6,127.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-2615-9,PREVENCION DE LAS DIFICULTADES DE APRENDIZAJE.,1,2016,GONZALEZ,PIRAMIDE,6,92.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-17208-70-7,TUS HIJOS Y LAS NUEVAS TECNOLOGIAS,1,2019,GONZALEZ,AMAT,1,57.2
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9148-806-4,EL DESAFIO ETICO DE LA EDUCACION,1,2018,GRACIA,DYKINSON,4,84.5
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-849-2,EDUCACION IMAGINATIVA. UNA APROXIMACIONA KIERAN EGAN,1,2017,GRIMALDO,MORATA,7,56.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-528-3,EL MOVIMIENTO EN LA EDUCACION,1,2017,GUBBAY,EDICIONES NOVEDADES EDUCATIVAS,3,15.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-760-129-9,"S.O.S. ME RECIBI DE DOCENTE ¿AHORA, QUE HAGO?",1,2018,GUEVARA,BRUJAS,7,17.2
EDUCACION,CAPACITACIÓN DOCENTE,978-958-763-251-4,CONVERGENCIAS Y DIVERGENCIAS. HACIA EDUCACIONES Y DESARROLLOS,1,2017,GUTIERREZ,CORPORACION UNIVERSITARIA MINUTO DE DIOS (UNIMINUTO),5,25.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-20-0683-9,"LA NUEVA EVALUACION EDUCATIVA. DESEMPEÑOS LOGROS, COMPETENCIAS Y ESTANDARES",3,2015,GUTIERREZ,MAGISTERIO,3,43.8
EDUCACION,CAPACITACIÓN DOCENTE,978-950-641-864-9,DECALOGO PARA LA MEJORA ESCOLAR,1R,2016,GVIRTZ,GRANICA,2,54.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-06-0230-9,EL ROL DEL SUPERVISOR EN LA MEJORA ESCOLAR.,5R,2017,GVIRTZ,AIQUE,9,81.2
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-822-5,ENSEÑANZA UNIVERSITARIA. UNA GUIA INTRODUCTORIA,1,2017,HARLAND,MORATA,3,82.3
EDUCACION,CAPACITACIÓN DOCENTE,978-84-283-3860-8,APRENDIZAJE VISIBLE PARA PROFESORES. MAXIMIZANDO EL IMPACTO EN EL APRENDIZAJE,1,2017,HATTIE,PARANINFO,10,131.5
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2351-1,MODELOS DIDACTICOS. PARA SITUACIONES Y CONTEXTOS DE APRENDIZAJE,1,2017,HERNANDEZ,NARCEA,9,77.8
EDUCACION,CAPACITACIÓN DOCENTE,978-612-323-007-4,MODELO PERUANO PIHEM. EVALUACION DE GESTION DE LA CALIDAD EN ORGANIZACIONES,1,2017,HERRERA,UNIV. NACIONAL DE TRUJILLO,8,51.5
EDUCACION,CAPACITACIÓN DOCENTE,978-958-20-1252-6,LA CIUDAD EDUCADORA Y SUS DOCENTES. EXPERIENCIAS ALREDEDOR DEL MUNDO,1,2017,HUERTA,MAGISTERIO,7,61.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2335-1,PENSAMIENTO CREATIVO,1,2017,HUSSEY,NARCEA,2,58.3
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2974-2,RETOS ACTUALES DE LA ACCION EDUCATIVA,1,2022,IBAÑEZ,NARCEA,2,68.2
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-3851-0,APRENDIZAJE COOPERATIVO. TEORIA Y PRACTICA EN LAS DIFERENTES AREAS,1,2017,IGLESIAS,PIRAMIDE,2,133.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9980-767-6,SER DOCENTE EN UNA SOCIEDAD COMPLEJA,1,2017,IMBERNON,GRAO,1,77.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-001-1D1,APOYO A LA INTERVENCION EDUCATIVA,DL,2017,JIMENEZ,SINTESIS,6,105.2
EDUCACION,CAPACITACIÓN DOCENTE,978-958-771-674-0,"INFORMATICA EDUCATIVA. ORIGEN, NATURALEZA Y PERSPECTIVAS DE SU INVESTIGACION",1,2018,JIMENEZ,ECOE,3,58.3
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9078-503-4,MATEMATICAS. I,DL,2015,JOSE RUIZ JIMENEZ,EDITEX,8,60.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-667-133-0,INFLUENCIA POSITIVA DEL DOCENTE.,1,2015,JUAN,BONUM,3,23.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-499-6,JUEGOS Y TECNICAS DE ANIMACION GRUPAL,1,2016,KAC,EDICIONES NOVEDADES EDUCATIVAS,3,64.0
EDUCACION,CAPACITACIÓN DOCENTE,978-607-17-2184-6,DISCIPLINA EN LA ESCUELA. DE LA OBEDIENCIA A LA CONSTRUCCION DE LA COMUNIDAD,1,2015,KOHN,TRILLAS,10,63.9
EDUCACION,CAPACITACIÓN DOCENTE,978-84-454-3722-3,GLOBAL E LEARNING,3,2018,LANDETA,CEF. (CENTRO DE ESTUDIOS FINANCIEROS),3,140.6
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-511-5,EXPERIENCIAS ARTISTICAS CON INSTALACIONES,1R,2017,LAPOLLA,EDICIONES NOVEDADES EDUCATIVAS,1,18.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-20-1244-1,COMUNICACION DIGITAL Y EDUCACION. TEORIA Y PRACTICA,1,2017,LAZO,MAGISTERIO,6,49.2
EDUCACION,CAPACITACIÓN DOCENTE,978-987-591-718-7,PSICOLOGIA Y EDUCACION,3,2016,LELIWA,BRUJAS,6,67.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-524-5,"DISCAPACIDAD, CLINICA Y EDUCACION",1,2017,LEVIN,EDICIONES NOVEDADES EDUCATIVAS,2,80.0
EDUCACION,CAPACITACIÓN DOCENTE,978-607-17-1407-7,DOCENCIA INTEGRAL. GUIA PARA EL DESARROLLAR LAS COMPETENCIAS EMOCIONALES,1R,2015,LIRA,TRILLAS,3,45.2
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-3799-5,EDUCACION SEXUAL Y ETICA DE LAS RELACIONES SEXUALES Y AMOROSAS,1,2017,LOPEZ,PIRAMIDE,5,57.2
EDUCACION,CAPACITACIÓN DOCENTE,978-84-330-3025-2,ESCUELAS QUE MEDITAN. COMO PROGRAMAR MINDFULNESS EN LOS CENTROS EDUCATIVOS,1,2019,LOPEZ,DESCLE DE BROUWER,2,64.0
EDUCACION,CAPACITACIÓN DOCENTE,978-968-24-5820-0,EVALUACION EDUCATIVA.,1R,2016,LOPEZ,TRILLAS,3,31.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2052-7,FORTALECER LA PROFESION DOCENTE.,1,2014,LOPEZ,NARCEA,8,27.7
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-867-6,FUNDAMENTOS Y PRACTICAS INCLUSIVAS EN EL PROYECTO ROMA,1,2018,LOPEZ,MORATA,11,81.2
EDUCACION,CAPACITACIÓN DOCENTE,978-958-59471-9-1,LLEGADAS Y MIRADAS. EN LA INVESTIGACION EDUCATIVA,1,2016,LORA,AULA,3,73.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-272-5,LA EVALUACION CRITERIAL DIFERENCIADA EN FORMACION PROFESIONAL,DL,2019,LOZANO,SINTESIS,3,88.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-330-2866-2,EL DIARIO DE LA CONVIVENCIA EN CLASE,1,2016,LUCAS,DESCLE DE BROUWER,5,55.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-771-009-0,¿COMPETENCIAS O CUALIFICACIONES?,1,2014,MALDONADO,ECOE,8,37.7
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-1637-7E2,DESARROLLO PROFESIONAL DOCENTE.,4,2018,MARCELO,NARCEA,1,73.2
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2475-4,HACIA UNA FORMACION DISRUPTIVA DE DOCENTE,1,2018,MARCELO,NARCEA,5,62.9
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2617-8,"LA EDUCACION INVISIBLE. INSPIRAR, SORPRENDER, EMOCIONAR, MOTIVAR",1,2019,MARRASE,NARCEA,4,54.9
EDUCACION,CAPACITACIÓN DOCENTE,978-84-277-2888-2,ENTORNOS QUE CAPACITAN,1,2022,MARTIN,NARCEA,3,62.7
EDUCACION,CAPACITACIÓN DOCENTE,978-84-7112-874-4,ECOLOGIAS DEL APRENDIZAJE. EDUCACION EXPANDIDA EN CONTEXTOS MULTIPLES,1,2018,MARTINEZ,MORATA,9,80.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-126-1,"LA EDUCACION SOCIAL, UN AMBITO DEL CURRICULO POR CONSTRUIR DESDE LA DIDACTICA",DL,2018,MARTINEZ,SINTESIS,7,99.5
EDUCACION,CAPACITACIÓN DOCENTE,978-958-20-1293-9,MANUAL DEL DIRECTOR DE GRUPO. UNA GUIA PARA HACER,1,2018,MARTINEZ,MAGISTERIO,5,44.6
EDUCACION,CAPACITACIÓN DOCENTE,978-958-765-941-2,"GUIAS EDUCATIVAS PARA EL PROCESAMIENTO, CARACTERIZACION Y APLICACIONES",2,2019,MATTOX,UNIV. DEL VALLE,2,147.8
EDUCACION,CAPACITACIÓN DOCENTE,978-607-17-2552-3,PREGUNTAS ESENCIALES PARA LA COMPRENSION EN EL APRENDIZAJE,1,2016,MCTIGHE,TRILLAS,6,50.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9961-207-2,INNOVACION DE LA EDUCACION Y DE LA DOCENCIA,2R,2017,MEDINA,RAMON ARECES,4,141.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9921-842-7,LA DOCENCIA UNIVERSITARIA MEDIANTE EL ENFOQUE DEL AULA INVERTIDA,1,2016,MEDINA,OCTAEDRO,1,85.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9969-897-7,LA NECESIDAD DE ESCUELAS CREATIVAS.,1,2015,MENCHEN,DIAZ DE SANTOS,1,60.1
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-125-4,LAS EFEMERIDES EN EL AULA,2R,2015,MENDEZ,EDICIONES NOVEDADES EDUCATIVAS,7,12.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-591-303-5,BULLYING. LOS MULTIPLES ROSTROS DEL ABUSO ESCOLAR,1,2016,MENDOZA,BRUJAS,1,58.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9921-855-7,PROPUESTAS Y EXPERIENCIAS SOBRE ESTRUCTURAS HIPERTEXTUALES LITERARIAS,1,2016,MENDOZA,OCTAEDRO,3,99.0
EDUCACION,CAPACITACIÓN DOCENTE,978-987-538-425-5,DOCENTES PRINCIPIANTES. AVENTURAS Y DESVENTURAS DE LOS INICIOS,1,2015,MENGHINI,EDICIONES NOVEDADES EDUCATIVAS,4,12.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-368-3379-9,PRACTICAS DE PSICOLOGIA DEL APRENDIZAJE. 02 TOMOS APLICADAS AL GRADO EN EDUCAC,1,2015,MERINO,PIRAMIDE,3,60.9
EDUCACION,CAPACITACIÓN DOCENTE,978-987-667-020-3,CLAVES PARA EL EXITO EN LOS ESTUDIOS.,2,2013,MINGRONE,BONUM,2,18.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-045-5,LA PROFESIONALIZACION DOCENTE. DEBATES Y PROPUESTAS,DL,2017,MONARCA,SINTESIS,5,78.9
EDUCACION,CAPACITACIÓN DOCENTE,978-607-17-2739-8,TUTORIA EN COMPETENCIAS PARA EL APRENDIZAJE AUTONOMO.,2,2016,MONCADA,TRILLAS,1,63.0
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-098-1,INNOVANDO LA DOCENCIA DESDE LA FORMACION DEL PROFESORADO,DL,2018,MONGE,SINTESIS,6,101.2
EDUCACION,CAPACITACIÓN DOCENTE,978-84-16170-26-5,ENSAYOS SOBRE EDUCACION,1,2015,MONTAIGNE,BIBLIOTECA NUEVA,1,60.8
EDUCACION,CAPACITACIÓN DOCENTE,978-84-9171-000-4,EXPRESION Y COMUNICACION,DL,2017,MONTEJANO,SINTESIS,5,152.0
EDUCACION,CAPACITACIÓN DOCENTE,978-958-20-1278-6,MATEMATICAS. GUIA TEORICA-PRACTICA PARA ACOMPAÑAR LA LABOR DEL PROFESOR EN LA PR,1,2017,MONTENEGRO,MAGISTERIO,1,40.0
